2 2 2 7.389666 0.011559999999999987
50 2 2 7.461652999999998 1.3478499999999993
100 2 2 7.537731999999998 4.847178999999997
150 2 2 7.946846999999998 10.546962999999998
200 2 2 8.273183000000003 18.141847000000006
250 2 2 8.630017999999993 28.120749000000004
300 2 2 9.092351000000008 41.007554
350 2 2 9.558251999999982 55.935383
400 2 2 9.852358999999979 72.25123300000001
2 2 3 2.8185789999999997 0.009852000000023509
50 2 3 3.212471999999991 1.291780000000017
100 2 3 3.622078999999985 4.786425000000008
150 2 3 4.027383999999984 10.329611
200 2 3 4.450322000000028 18.434233000000006
250 2 3 4.92759099999995 28.071177000000034
300 2 3 5.710508000000004 41.550066000000015
350 2 3 5.962942999999996 57.47366900000003
400 2 3 6.637189000000035 75.18108399999994
2 2 5 1.1048080000000482 0.009828999999967891
50 2 5 1.5083979999999428 1.3357349999999997
100 2 5 1.8524790000000166 4.915866999999935
150 2 5 2.2975730000000567 11.055465000000027
200 2 5 2.6980040000000827 18.671090999999933
250 2 5 3.298125999999911 29.214661999999976
300 2 5 3.9131790000000137 41.60999800000002
350 2 5 4.190018000000009 57.96684600000003
400 2 5 4.755698999999936 75.82574899999997
2 2 10 0.28149900000005346 0.01077399999996942
50 2 10 0.6772670000000289 1.3040060000000722
100 2 10 1.1945119999999179 5.123393999999962
150 2 10 1.7253329999999778 10.929277999999954
200 2 10 2.1793579999999793 19.05338000000006
250 2 10 2.7874409999999443 29.039488000000006
300 2 10 3.527356999999938 42.067767
350 2 10 4.082670000000007 56.93305499999997
400 2 10 4.814973000000009 73.49886900000001
2 5 2 1.0287020000000666 0.009642999999869062
50 5 2 1.4316789999998036 1.2925330000000486
100 5 2 1.8365830000000187 4.839394999999968
150 5 2 2.3033920000000307 10.68368600000008
200 5 2 2.7091259999999693 18.854556000000002
250 5 2 3.3040880000000925 29.24909600000001
300 5 2 3.645351000000119 42.502901000000065
350 5 2 4.059488999999985 57.17461000000003
400 5 2 4.599034000000074 72.77741199999991
2 5 3 0.4274559999998928 0.009727999999995518
50 5 3 0.8224790000001576 1.3149029999999584
100 5 3 1.2558019999999033 4.770430999999917
150 5 3 1.6833589999998821 10.534138999999868
200 5 3 2.205979999999954 18.477980000000116
250 5 3 2.658346000000165 29.09119899999996
300 5 3 3.1699550000000727 42.146934999999985
350 5 3 3.8138349999999264 56.624034000000165
400 5 3 4.289747999999918 74.95764399999985
2 5 5 0.13541600000007747 0.009729999999990468
50 5 5 0.5335989999998674 1.302312000000029
100 5 5 1.016418000000158 4.802449999999908
150 5 5 1.5698050000000876 10.51398200000017
200 5 5 2.139752999999928 18.43945900000017
250 5 5 2.842405000000099 28.447388000000046
300 5 5 3.564963999999918 41.43948699999987
350 5 5 4.303768999999875 56.13205700000003
400 5 5 5.166476000000102 72.4395320000001
2 5 10 0.05521199999998316 0.00973799999997027
50 5 10 0.5038790000000972 1.2915750000001935
100 5 10 1.2157119999999395 4.82141700000011
150 5 10 2.0486590000000433 10.541619000000082
200 5 10 3.1121239999999943 18.479614000000083
250 5 10 4.463735999999926 28.892606999999998
300 5 10 5.876504000000068 41.54343700000004
350 5 10 7.800923000000239 56.19806999999969
400 5 10 9.682847000000038 75.15326300000015
2 10 2 0.2985720000001493 0.01015800000004674
50 10 2 0.6878249999999753 1.3317050000000563
100 10 2 1.1906589999998687 5.110971999999947
150 10 2 1.5785000000000764 10.60409699999991
200 10 2 2.1239300000002004 18.42088700000022
250 10 2 2.602249000000029 28.93110899999965
300 10 2 3.1392829999999776 41.71703600000001
350 10 2 3.7001229999996212 55.813952999999856
400 10 2 4.449172999999973 73.82832299999973
2 10 3 0.10261300000001938 0.009721999999783293
50 10 3 0.509215999999924 1.2997650000002068
100 10 3 1.0242809999999736 4.907802000000174
150 10 3 1.6141529999999875 10.595769000000018
200 10 3 2.246803 18.683518999999706
250 10 3 2.976431000000048 28.813890999999785
300 10 3 3.8498279999998886 42.07294600000023
350 10 3 4.816845999999714 59.14520299999958
400 10 3 5.440824000000248 78.23885800000016
2 10 5 0.05429599999979473 0.009783999999854132
50 10 5 0.5197589999997945 1.3246899999999187
100 10 5 1.2241360000002715 4.849427999999989
150 10 5 2.1053549999996903 10.579942000000301
200 10 5 3.134763000000021 18.902619999999843
250 10 5 4.3147539999999935 28.80520099999967
300 10 5 5.535994000000301 41.9251919999997
350 10 5 7.097166999999899 56.63825300000008
400 10 5 8.616386000000148 75.02231799999981
2 10 10 0.032290999999986525 0.009904999999889696
50 10 10 0.6741839999999684 1.3267329999998765
100 10 10 1.91614299999992 4.789330999999947
150 10 10 3.766603000000032 10.44193499999983
200 10 10 6.4098009999997885 18.66326200000003
250 10 10 9.19187699999975 28.913984999999684
300 10 10 13.085049000000254 42.52231500000016
350 10 10 16.198465999999826 57.186171999999715
400 10 10 20.86588699999993 74.12402999999995
